Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
30,5,80,4,2.2,Graduate,0,yes,no,yes,no,no
60,34,51,3,1.4,Professional,0,no,no,no,no,no
30,6,115,4,3.8,Graduate,0,no,no,yes,no,yes
54,28,83,1,2.4,Undergrad,0,no,no,yes,no,no
54,28,90,1,0.3,Undergrad,0,no,no,yes,no,no
37,12,28,4,1.7,Undergrad,0,yes,yes,yes,no,no
32,7,82,2,2.5,Undergrad,221,no,no,yes,yes,no
51,27,24,3,0.4,Undergrad,0,no,no,yes,yes,no
46,22,71,2,1.7,Undergrad,0,no,no,yes,yes,no
41,17,80,1,0.3,Undergrad,0,no,no,no,no,no
62,36,109,4,1.7,Professional,0,no,no,yes,no,no
54,28,140,1,2.9,Undergrad,0,no,no,yes,no,no
52,27,39,4,0.2,Graduate,0,yes,no,yes,no,no
51,25,39,1,1.2,Graduate,98,no,no,yes,no,no
24,-2,50,3,2.4,Graduate,0,yes,no,no,no,no
61,35,31,2,0.3,Undergrad,0,no,no,yes,no,no
55,25,35,3,1,Professional,144,no,no,yes,yes,no
37,11,44,4,0.2,Undergrad,0,no,no,no,yes,no
64,38,35,1,0.5,Professional,0,no,no,yes,no,no
34,8,20,2,0.3,Undergrad,106,no,no,yes,yes,no
31,7,10,4,0.7,Graduate,0,no,no,yes,no,no
42,18,83,4,2,Professional,0,no,no,yes,no,no
47,22,203,2,8.8,Undergrad,0,no,no,yes,no,no
29,5,84,3,0.8,Undergrad,0,no,no,no,no,no
34,8,41,4,0.8,Undergrad,0,no,no,no,no,no
36,11,164,2,7.8,Undergrad,0,no,no,yes,yes,no
34,10,152,2,6.5,Undergrad,0,no,no,no,no,no
26,2,62,4,1.6,Undergrad,0,yes,no,no,no,no
48,24,12,4,1,Undergrad,89,no,no,no,no,no
47,23,28,4,0.6,Undergrad,0,no,no,yes,no,no
39,13,52,1,2,Undergrad,0,no,no,no,yes,no
62,37,19,3,1.3,Graduate,97,no,no,yes,no,no
34,9,35,3,1.3,Undergrad,0,no,no,no,no,no
43,19,28,4,0.3,Undergrad,96,no,no,yes,no,no
55,30,70,3,2,Graduate,0,no,no,yes,yes,no
65,40,140,1,0.9,Undergrad,0,no,no,no,no,no
26,0,102,4,2.3,Professional,0,no,no,no,no,no
57,27,50,4,2,Professional,0,no,no,yes,no,no
32,7,61,3,2.3,Undergrad,205,no,no,yes,yes,no
35,9,188,2,3.7,Graduate,259,no,no,yes,no,yes
63,33,178,4,9,Professional,0,no,no,no,no,yes
49,25,44,4,0.9,Graduate,194,no,no,yes,no,no
23,-1,12,4,1,Undergrad,0,yes,no,no,yes,no
30,6,69,4,3.4,Undergrad,188,no,no,no,yes,no
43,19,132,1,5,Undergrad,0,no,no,no,no,no
39,14,128,2,3.9,Undergrad,196,no,no,yes,no,no
31,6,44,4,0.8,Undergrad,122,no,no,yes,no,no
65,39,44,1,0.5,Professional,0,no,no,yes,yes,no
34,8,34,2,2,Professional,0,yes,no,yes,no,no
37,12,132,2,3.9,Undergrad,0,no,no,no,no,no
62,38,158,2,2.1,Undergrad,0,no,no,no,yes,no
33,9,83,1,0.1,Undergrad,0,no,no,yes,no,no
48,22,28,1,1.4,Professional,75,no,no,yes,no,no
33,9,131,3,2.2,Professional,0,yes,no,no,no,yes
45,19,31,3,0.5,Graduate,0,no,no,yes,yes,no
44,19,40,4,0,Graduate,0,no,no,yes,no,no
37,11,71,2,1.8,Undergrad,127,yes,no,no,no,no
31,5,42,2,2,Professional,0,no,no,yes,no,no
56,31,35,3,0.1,Graduate,114,no,no,no,no,no
30,4,81,2,0.2,Undergrad,0,no,no,yes,no,no
61,35,91,2,2,Undergrad,0,no,no,yes,no,no
32,7,129,4,5.2,Graduate,0,no,no,no,yes,yes
51,27,75,1,2.7,Undergrad,0,no,no,no,no,no
26,1,54,4,0.6,Graduate,230,no,no,no,no,no
31,5,43,1,1.5,Undergrad,0,no,no,no,no,no
43,18,94,4,1.1,Graduate,0,no,no,no,no,no
57,32,84,4,1.3,Professional,0,no,no,no,yes,no
42,18,34,1,2,Graduate,0,yes,no,no,no,no
48,23,15,4,0.8,Undergrad,0,no,no,yes,no,no
46,21,99,2,3.8,Professional,194,no,no,yes,no,no
33,7,15,1,0.4,Graduate,82,yes,yes,yes,yes,no
45,21,83,4,2,Professional,0,no,no,yes,no,no
31,6,83,4,1.8,Professional,0,no,no,yes,no,no
42,18,143,1,1.7,Undergrad,0,yes,no,yes,no,no
56,30,81,4,2.6,Professional,0,no,no,yes,no,no
63,39,39,1,1.9,Graduate,0,no,no,no,no,no
42,18,158,2,0.4,Graduate,277,no,no,no,yes,yes
50,24,62,1,1.4,Professional,0,no,no,no,no,no
31,6,64,2,0.1,Undergrad,0,no,no,yes,yes,no
65,40,29,1,1.5,Graduate,0,no,no,no,no,no
60,34,64,3,2.5,Undergrad,0,no,no,yes,no,no
34,10,21,4,0.7,Graduate,0,no,no,yes,no,no
62,32,142,2,2.8,Professional,0,no,no,no,yes,yes
56,30,64,3,2.5,Undergrad,0,no,no,no,no,no
51,25,40,4,1.8,Undergrad,0,yes,no,no,yes,no
44,19,61,3,2.7,Graduate,0,no,no,no,no,no
41,16,44,1,0.3,Professional,0,no,no,no,no,no
43,16,78,3,2.67,Graduate,161,no,no,yes,yes,no
25,0,25,2,0.9,Professional,0,no,no,no,no,no
40,16,125,2,1.9,Undergrad,0,no,no,no,yes,no
53,29,63,2,1,Professional,0,no,no,yes,no,no
54,30,54,1,1.6,Professional,185,no,no,yes,no,no
36,12,92,2,0,Undergrad,184,no,no,no,no,no
26,2,119,2,0.6,Undergrad,381,no,no,yes,yes,no
35,11,40,1,2.4,Graduate,0,no,no,yes,no,no
29,4,41,1,1,Undergrad,0,no,no,no,no,no
35,11,81,2,0,Undergrad,0,no,no,yes,yes,no
28,4,101,3,2.5,Undergrad,270,no,no,no,no,no
48,24,25,4,0.5,Graduate,0,no,no,no,no,no
46,20,55,1,1.5,Graduate,0,yes,no,no,no,no
31,7,43,1,2.1,Professional,166,no,no,no,yes,no
40,16,98,2,1.8,Graduate,98,no,no,yes,no,no
27,1,112,4,2.3,Professional,402,no,no,yes,yes,no
32,2,69,4,4,Professional,102,no,no,yes,no,no
67,43,79,4,1.7,Graduate,215,no,yes,yes,yes,no
24,-2,118,2,7.2,Undergrad,0,yes,no,yes,no,no
45,18,81,3,2.67,Graduate,251,no,no,yes,yes,no
26,0,19,1,0.1,Graduate,121,no,no,yes,no,no
42,17,139,2,2.9,Professional,0,no,no,yes,no,yes
65,40,63,3,0.5,Graduate,0,no,no,yes,no,no
59,33,102,2,1.4,Undergrad,0,no,no,yes,no,no
30,5,40,4,1.7,Graduate,0,no,no,yes,no,no
32,6,44,1,0.3,Undergrad,81,no,no,yes,yes,no
36,12,59,3,2,Undergrad,216,no,no,no,no,no
48,24,224,2,6.67,Undergrad,0,no,yes,yes,yes,no
56,31,64,2,2.3,Professional,0,no,no,no,no,no
44,20,129,2,3.3,Undergrad,0,no,no,yes,no,no
60,34,43,1,1.4,Undergrad,0,no,no,yes,yes,no
51,27,12,3,0.4,Undergrad,0,yes,yes,yes,yes,no
34,10,53,3,2.6,Graduate,0,no,no,yes,no,no
45,21,39,2,2.1,Professional,0,no,no,no,yes,no
47,23,65,1,0,Undergrad,0,no,no,no,no,no
29,5,18,1,0.4,Professional,94,no,no,yes,yes,no
52,28,55,1,1.6,Professional,0,no,no,no,no,no
61,35,60,1,2.5,Professional,0,no,no,yes,no,no
40,14,42,2,0.3,Undergrad,187,no,no,yes,no,no
24,0,44,3,0.1,Graduate,0,no,no,no,no,no
33,7,111,2,1.3,Undergrad,0,no,no,yes,no,no
33,8,62,1,1,Undergrad,0,no,no,yes,no,no
52,26,44,2,0.8,Professional,148,no,no,no,yes,no
40,14,69,1,1.5,Professional,0,no,no,no,no,no
45,20,62,3,0.8,Professional,172,no,no,yes,no,no
27,3,35,1,1.8,Graduate,0,no,no,no,no,no
38,13,91,1,2.8,Undergrad,0,no,no,yes,yes,no
50,26,12,1,0.2,Undergrad,96,no,no,no,no,no
41,15,89,3,0.1,Undergrad,292,no,no,yes,no,no
60,34,65,4,1.7,Graduate,0,yes,no,yes,no,no
64,34,179,2,4.5,Professional,400,no,no,no,no,yes
34,8,82,2,1.5,Professional,0,yes,yes,yes,yes,no
30,6,48,1,1.2,Undergrad,0,no,no,yes,no,no
31,4,20,4,1.5,Graduate,0,no,no,yes,no,no
41,15,91,1,2.8,Professional,330,yes,no,yes,no,no
61,37,122,2,6,Undergrad,0,no,no,yes,no,no
42,18,22,1,1.4,Professional,0,no,no,yes,no,no
48,23,43,2,1.3,Undergrad,0,no,no,yes,no,no
59,34,38,4,1.7,Undergrad,0,no,no,no,yes,no
57,33,61,3,2.67,Undergrad,0,no,no,yes,no,no
37,13,33,4,0.4,Graduate,0,no,no,no,no,no
53,27,145,1,2.9,Undergrad,345,no,no,no,no,no
53,27,170,1,1,Undergrad,0,no,no,yes,no,no
26,2,55,3,0.7,Graduate,0,no,no,yes,no,no
39,14,40,1,2.5,Professional,0,no,no,yes,no,no
35,11,68,2,0,Undergrad,126,no,no,no,yes,no
59,33,53,3,2.5,Undergrad,0,no,no,yes,no,no
43,18,63,3,0.8,Professional,0,yes,no,no,no,no
39,15,123,2,2.2,Undergrad,92,no,no,no,yes,no
49,24,13,2,0,Undergrad,0,no,no,yes,no,no
47,23,12,4,0.2,Undergrad,102,no,no,no,yes,no
41,17,53,2,2.5,Undergrad,102,no,no,yes,no,no
57,33,79,1,2.7,Graduate,294,no,no,yes,yes,no
42,17,89,1,0.1,Graduate,170,no,no,yes,no,no
61,36,188,1,9.3,Graduate,0,no,no,no,no,yes
56,26,62,3,1.4,Professional,0,no,no,yes,no,no
29,3,123,3,5.6,Professional,428,no,no,yes,no,yes
25,-1,40,3,2.4,Graduate,0,no,no,yes,no,no
32,8,119,4,5,Professional,0,no,no,yes,no,yes
37,12,123,4,3.1,Graduate,253,no,yes,yes,yes,yes
31,5,23,1,0.4,Graduate,0,no,no,yes,yes,no
38,14,62,1,1.5,Professional,255,no,no,yes,no,no
40,14,69,3,2.1,Undergrad,106,no,no,yes,no,no
61,36,124,2,3.9,Undergrad,0,yes,no,no,yes,no
50,26,52,4,0.1,Professional,0,no,no,no,no,no
32,7,134,2,3.1,Undergrad,0,no,no,no,no,no
62,36,58,1,0.8,Graduate,0,no,no,no,no,no
62,37,45,3,0.5,Graduate,200,no,no,yes,yes,no
40,15,75,4,1.1,Graduate,0,no,no,yes,no,no
59,34,23,4,0.4,Graduate,78,no,no,no,no,no
43,19,123,3,1.3,Undergrad,0,no,no,yes,no,yes
62,37,48,3,2.2,Undergrad,0,no,no,no,no,no
48,22,145,1,0.3,Undergrad,140,no,no,yes,no,no
29,5,31,1,1,Professional,0,no,no,no,no,no
58,32,38,3,2.2,Professional,0,no,no,yes,no,no
43,18,78,4,1.9,Professional,0,no,no,no,no,no
39,15,94,2,1.9,Undergrad,0,no,no,yes,no,no
33,7,84,1,2.9,Professional,0,no,no,yes,no,no
40,15,22,1,0.6,Professional,0,no,no,yes,no,no
28,3,78,4,0.2,Undergrad,0,no,no,yes,yes,no
38,11,75,3,2.33,Graduate,0,no,no,yes,no,no
65,40,71,3,2.2,Undergrad,0,no,no,no,yes,no
35,11,24,1,0.5,Professional,0,no,no,yes,yes,no
29,5,112,2,4.33,Undergrad,0,no,no,yes,yes,no
61,35,53,1,2.8,Graduate,167,no,no,yes,no,no
46,21,41,1,0.5,Professional,0,no,no,no,no,no
50,23,25,1,0.5,Graduate,0,no,no,yes,no,no
60,33,42,4,2.5,Graduate,194,no,no,yes,no,no
54,27,51,3,1,Graduate,113,yes,yes,yes,yes,no
43,18,19,2,0.3,Graduate,0,no,no,yes,no,no
38,14,90,2,0,Undergrad,258,yes,yes,yes,yes,no
46,22,89,4,1.4,Graduate,0,no,no,yes,no,no
64,39,22,3,0.5,Undergrad,0,yes,yes,yes,yes,no
24,0,119,1,1.5,Undergrad,0,no,no,yes,no,no
39,13,93,4,3.6,Professional,0,no,no,yes,no,yes
34,8,18,4,0.3,Undergrad,0,no,no,no,no,no
65,40,32,1,1.1,Professional,120,no,no,yes,no,no
38,14,182,3,2.6,Professional,0,no,yes,yes,yes,yes
62,36,19,2,0.2,Professional,0,no,no,yes,yes,no
59,35,85,1,3.4,Professional,0,no,yes,no,yes,yes
49,25,90,4,1.4,Graduate,0,yes,no,yes,no,no
57,32,59,2,3.7,Undergrad,134,no,no,yes,no,no
64,38,84,1,2,Undergrad,0,no,no,no,no,no
47,22,95,2,3.9,Graduate,0,no,no,no,no,yes
30,6,13,3,0.9,Professional,0,no,no,yes,no,no
42,18,88,4,0.8,Undergrad,0,no,no,yes,yes,no
53,28,34,2,0.6,Professional,0,no,no,yes,yes,no
50,24,11,4,0.6,Professional,0,no,no,no,yes,no
62,38,80,4,1.7,Graduate,0,no,no,no,no,no
34,10,41,1,1.33,Undergrad,0,no,no,no,yes,no
47,21,90,2,0.8,Professional,0,no,no,no,no,no
62,37,93,3,3,Professional,0,no,yes,yes,yes,yes
61,35,81,4,1.9,Graduate,0,no,no,no,no,no
59,34,60,2,2.8,Undergrad,0,no,no,yes,no,no
47,21,39,3,0.6,Graduate,0,no,no,yes,yes,no
65,39,22,3,0.7,Graduate,0,no,no,no,no,no
56,32,32,2,0.8,Undergrad,79,yes,no,yes,no,no
56,32,28,1,1.2,Professional,0,no,no,yes,no,no
31,7,35,2,1,Graduate,0,no,no,no,yes,no
61,31,154,3,7.5,Professional,351,no,yes,yes,yes,yes
42,18,189,2,7.6,Undergrad,0,no,no,yes,no,no
44,19,40,4,1.9,Professional,84,no,no,no,no,no
47,21,88,2,1.7,Graduate,0,no,no,yes,no,no
30,6,124,2,0.6,Undergrad,0,no,no,yes,no,no
62,38,23,2,0.3,Professional,0,no,no,no,no,no
56,32,23,4,0.7,Undergrad,0,no,no,yes,yes,no
25,-1,139,2,2,Undergrad,0,no,no,no,yes,no
53,28,173,4,2.7,Undergrad,427,no,no,yes,no,yes
26,0,42,4,1.3,Professional,153,no,no,yes,no,no
59,35,161,1,2.9,Undergrad,160,no,no,no,yes,no
62,36,28,3,0.7,Graduate,0,no,no,yes,no,no
58,32,191,4,5.2,Professional,194,no,no,no,yes,yes
40,14,42,2,0.3,Undergrad,106,no,no,no,yes,no
35,5,81,4,4,Professional,0,no,no,yes,no,no
51,25,175,3,0.7,Undergrad,312,no,no,no,no,yes
41,15,82,3,0.1,Undergrad,0,no,no,yes,no,no
51,27,53,1,1.8,Professional,0,no,no,no,yes,no
27,1,142,3,5.5,Undergrad,0,no,no,no,no,yes
46,21,42,4,1.9,Professional,0,no,no,yes,no,no
46,20,64,4,2.9,Undergrad,189,no,no,no,no,no
31,5,90,2,1.3,Undergrad,0,yes,no,yes,no,no
58,32,44,1,0.8,Graduate,0,no,no,no,no,no
42,18,29,1,0.3,Professional,0,no,no,yes,no,no
59,35,93,2,1.6,Undergrad,0,no,no,no,yes,no
54,24,69,3,1.4,Professional,132,no,no,yes,no,no
35,11,82,2,1.7,Graduate,0,no,no,yes,yes,no
34,9,180,2,6.5,Professional,0,no,yes,yes,no,yes
46,21,13,2,0.7,Professional,0,no,no,yes,no,no
52,28,72,1,0,Undergrad,178,no,no,no,no,no
55,30,54,3,1.7,Undergrad,0,no,no,yes,no,no
34,9,104,1,4.6,Undergrad,0,no,no,yes,yes,no
57,32,44,2,1.9,Graduate,157,no,no,no,no,no
45,19,40,1,0.2,Undergrad,0,yes,yes,yes,yes,no
29,3,190,2,4.5,Undergrad,246,no,no,yes,yes,no
49,23,64,4,2.6,Undergrad,0,no,no,yes,yes,no
36,11,9,2,0.3,Graduate,99,yes,no,no,no,no
57,31,38,4,0.7,Graduate,0,no,no,yes,no,no
25,0,72,3,2.6,Professional,0,no,no,yes,no,no
43,17,82,1,5.2,Undergrad,79,no,no,yes,no,no
27,2,48,2,1.6,Professional,119,yes,no,yes,no,no
54,28,82,4,2.6,Professional,294,no,no,no,no,no
53,26,14,2,1,Graduate,83,no,no,no,no,no
55,29,162,1,2.9,Undergrad,0,no,no,yes,yes,no
43,19,54,2,1.7,Undergrad,0,no,no,yes,no,no
35,11,90,2,0,Undergrad,0,no,no,no,no,no
59,34,64,4,1.7,Undergrad,0,no,no,no,no,no
42,18,65,3,2.1,Professional,0,no,no,yes,yes,no
51,25,113,2,6.3,Undergrad,0,no,no,no,no,no
57,32,38,2,2.1,Professional,0,no,no,no,no,no
39,15,65,1,1.5,Professional,0,no,no,no,no,no
53,27,39,4,1.5,Professional,0,no,no,yes,no,no
31,6,174,2,6.7,Undergrad,0,no,no,yes,yes,no
33,3,59,2,1.75,Professional,0,no,no,yes,no,no
38,14,43,2,1.7,Undergrad,0,no,no,yes,no,no
47,21,24,2,0.1,Professional,0,no,no,no,yes,no
63,39,50,1,0,Graduate,166,no,no,no,no,no
44,19,68,1,3.7,Professional,0,no,no,yes,no,no
61,37,61,3,2,Professional,0,no,no,yes,no,no
52,28,21,4,0.5,Graduate,0,no,no,yes,no,no
59,34,21,2,0.5,Graduate,0,no,no,yes,no,no
56,32,31,4,1.3,Undergrad,0,no,no,no,no,no
58,33,70,4,0.7,Undergrad,0,yes,no,no,no,no
30,6,25,3,1,Graduate,135,no,no,no,yes,no
42,17,78,1,1,Professional,0,no,no,yes,no,no
51,27,19,1,0.2,Undergrad,0,no,no,no,no,no
60,35,23,1,0.3,Professional,0,no,no,yes,no,no
30,4,40,4,0.8,Undergrad,0,no,no,yes,no,no
49,23,22,1,0.3,Professional,0,no,no,no,no,no
26,0,71,4,1.8,Graduate,0,yes,no,yes,no,no
36,12,58,1,3.6,Graduate,0,no,no,no,no,no
65,40,75,3,2.2,Undergrad,0,no,no,yes,no,no
27,0,40,1,2,Graduate,110,no,no,no,yes,no
60,35,155,1,1.5,Professional,0,no,no,no,yes,yes
32,6,83,4,2.2,Graduate,0,no,no,no,no,no
46,20,99,3,1.1,Undergrad,0,no,no,no,no,no
60,36,59,1,0,Graduate,0,yes,no,no,no,no
28,2,53,3,2.4,Graduate,0,no,no,yes,no,no
50,26,11,4,0.2,Undergrad,0,yes,no,no,no,no
52,28,179,4,4.2,Professional,0,no,no,no,no,yes
29,-1,71,2,1.75,Professional,0,no,no,no,no,no
30,4,85,4,2.1,Professional,0,no,no,yes,no,no
42,18,49,3,2.1,Professional,0,yes,no,yes,no,no
32,6,122,2,1.3,Undergrad,0,no,no,yes,yes,no
40,15,171,2,3.3,Undergrad,0,no,no,yes,no,no
49,24,138,2,2.2,Graduate,0,no,no,yes,no,yes
53,23,8,4,0.4,Professional,0,yes,no,yes,no,no
42,17,59,4,0.4,Undergrad,0,no,no,yes,no,no
38,14,49,3,2.8,Undergrad,0,no,no,no,no,no
60,34,92,2,2,Undergrad,0,no,no,no,no,no
27,3,75,4,0,Undergrad,0,no,no,no,no,no
61,35,60,1,2.8,Graduate,0,no,no,yes,yes,no
27,2,41,2,1.7,Graduate,0,no,no,yes,no,no
45,21,40,3,0.6,Graduate,0,no,no,yes,yes,no
41,16,81,2,0.4,Undergrad,146,no,no,yes,yes,no
44,20,52,1,0.8,Professional,196,no,no,no,yes,no
38,14,25,4,1,Undergrad,0,no,no,no,no,no
39,15,139,1,3.4,Undergrad,353,no,no,yes,no,no
48,22,54,1,1.2,Graduate,0,no,no,no,no,no
47,22,81,1,2.9,Undergrad,0,no,no,no,yes,no
64,39,73,3,2.2,Undergrad,0,yes,no,no,yes,no
27,0,30,4,1,Professional,0,no,no,yes,yes,no
66,41,59,3,2.4,Undergrad,0,no,no,no,no,no
43,17,21,3,1.5,Undergrad,0,no,no,no,no,no
34,9,65,3,0.7,Graduate,104,no,no,yes,no,no
28,2,41,3,1.1,Graduate,161,no,no,yes,no,no
52,28,52,4,0.1,Professional,121,no,no,no,no,no
45,20,84,4,1.1,Graduate,180,no,no,yes,no,no
24,-2,135,2,7.2,Undergrad,0,no,no,yes,no,no
39,14,18,4,0.2,Professional,0,yes,no,no,no,no
40,16,34,1,0.7,Undergrad,0,no,no,yes,yes,no
30,5,85,4,1.8,Professional,0,no,no,yes,no,no
49,23,23,1,1.4,Professional,0,no,no,no,no,no
53,27,65,4,2.8,Graduate,0,no,no,no,yes,no
56,30,195,1,2.9,Undergrad,0,no,no,no,no,no
50,24,40,4,2.6,Undergrad,89,no,no,yes,no,no
53,29,141,2,0.2,Professional,0,no,no,no,no,yes
60,34,95,2,0.7,Graduate,322,no,no,yes,yes,no
58,33,23,3,1.3,Graduate,131,no,no,no,no,no
43,19,82,2,1.8,Graduate,0,no,no,yes,yes,no
46,21,53,4,1.9,Professional,0,no,no,no,no,no
29,3,10,4,0.4,Undergrad,87,no,no,yes,yes,no
56,30,75,1,1.9,Graduate,125,no,no,yes,no,no
48,23,23,4,0.4,Graduate,122,no,no,no,no,no
61,36,133,1,2.6,Undergrad,0,no,no,yes,no,no
41,17,129,1,3.4,Undergrad,0,no,no,no,yes,no
35,11,85,4,0.1,Graduate,131,no,no,no,no,no
48,23,168,2,2.8,Undergrad,308,no,no,yes,no,no
43,19,83,4,2,Professional,0,no,no,yes,no,no
37,12,52,2,1.1,Graduate,0,no,no,yes,no,no
47,22,114,1,0.6,Undergrad,0,yes,yes,yes,yes,no
29,3,81,1,2.9,Professional,0,no,no,no,no,no
63,38,32,1,1.5,Graduate,0,no,no,no,no,no
43,19,63,3,2.1,Professional,0,no,no,no,no,no
57,32,70,3,1.6,Professional,0,no,no,no,no,no
55,31,20,2,0.3,Undergrad,0,no,no,yes,no,no
47,23,138,2,3.3,Undergrad,0,no,no,yes,yes,no
58,34,63,4,1.6,Graduate,0,no,no,no,no,no
53,28,85,1,1.3,Professional,118,no,no,yes,no,no
59,35,180,2,6.5,Graduate,0,yes,yes,yes,yes,yes
46,22,80,4,2,Professional,0,no,no,yes,no,no
41,15,53,1,0.7,Professional,0,no,no,yes,no,no
46,20,72,2,1.7,Graduate,75,no,no,yes,no,no
44,18,123,3,5.9,Undergrad,0,no,yes,yes,yes,yes
44,18,91,2,0.8,Professional,0,no,no,yes,no,no
50,26,148,2,6.8,Undergrad,0,no,no,yes,no,no
51,25,163,2,1.3,Professional,0,no,no,yes,no,yes
55,30,28,4,0.1,Professional,149,no,no,yes,yes,no
37,12,193,1,8.6,Undergrad,0,no,no,no,no,no
34,10,22,3,0.9,Professional,0,no,no,yes,no,no
59,34,74,4,0.7,Undergrad,0,no,no,yes,yes,no
45,20,70,4,1.9,Professional,0,no,no,yes,yes,no
30,4,11,1,0.1,Graduate,0,no,no,yes,yes,no
32,8,61,3,2.6,Graduate,0,no,no,no,no,no
61,37,41,1,0.8,Undergrad,0,no,no,yes,yes,no
54,28,108,4,1.9,Graduate,0,no,no,yes,no,yes
35,10,23,4,1.1,Professional,0,no,no,no,yes,no
63,38,135,2,3.8,Professional,183,no,no,no,no,yes
66,40,30,2,0.7,Professional,86,no,no,no,no,no
48,24,144,4,3.5,Graduate,0,no,no,no,no,yes
60,34,139,4,0.4,Undergrad,0,no,no,yes,no,yes
41,17,143,2,2.7,Professional,209,no,no,yes,no,yes
31,7,44,1,1.2,Undergrad,0,no,no,yes,yes,no
58,31,49,4,2.5,Graduate,0,no,no,yes,no,no
67,42,75,4,0.1,Graduate,182,no,no,yes,no,no
35,9,43,2,0.3,Undergrad,0,no,no,yes,no,no
40,14,59,3,0.5,Professional,0,no,no,yes,no,no
42,17,154,3,4.9,Undergrad,0,no,yes,yes,yes,yes
44,18,75,1,0.7,Professional,0,no,no,no,yes,no
47,23,75,1,2.6,Graduate,0,no,no,no,yes,no
59,35,88,2,1.6,Undergrad,278,no,no,no,no,no
29,3,91,1,3.4,Professional,0,no,no,no,no,yes
36,6,11,1,0.67,Professional,0,yes,yes,yes,yes,no
47,22,22,1,0.4,Professional,0,no,no,yes,no,no
55,29,49,2,0.8,Professional,220,no,no,no,yes,no
41,17,140,1,3.5,Undergrad,342,no,no,no,no,no
51,25,99,2,2.4,Graduate,0,no,no,no,no,no
26,2,82,2,2.5,Undergrad,199,no,no,no,no,no
33,9,10,4,1,Undergrad,81,no,no,no,yes,no
30,5,109,4,2.2,Graduate,103,no,no,no,yes,no
30,4,45,4,1.3,Professional,0,no,no,no,no,no
45,19,93,2,1.7,Graduate,0,no,no,no,no,no
40,16,89,3,3.9,Graduate,216,yes,yes,yes,no,yes
42,15,39,3,1,Graduate,132,no,no,no,no,no
50,26,21,1,0.2,Undergrad,89,no,no,yes,no,no
62,37,31,3,0.2,Undergrad,0,no,no,yes,no,no
63,37,31,1,0.5,Professional,0,no,no,yes,no,no
43,19,52,4,2.2,Graduate,0,no,no,no,no,no
49,25,13,1,0.9,Professional,0,no,no,yes,no,no
51,25,21,2,0.4,Professional,76,yes,no,yes,no,no
61,36,50,4,1.7,Undergrad,189,no,no,yes,no,no
43,19,81,4,0.2,Professional,0,no,no,no,yes,no
43,19,74,4,1.9,Undergrad,0,no,no,no,yes,no
61,36,89,3,0.5,Undergrad,0,no,no,yes,no,no
35,9,82,3,0.9,Graduate,0,no,no,yes,no,no
59,33,88,4,1.9,Graduate,0,no,no,no,no,no
40,16,61,3,2.1,Professional,0,no,no,no,no,no
61,36,139,2,3.9,Undergrad,0,no,no,no,no,no
48,23,29,1,1.3,Graduate,0,no,no,no,no,no
37,11,51,3,2.1,Undergrad,0,no,no,yes,yes,no
56,32,58,1,1.8,Professional,241,no,no,yes,no,no
35,9,21,2,1.4,Professional,125,no,no,yes,no,no
35,8,43,2,1.67,Graduate,0,no,no,no,no,no
40,16,104,2,1.8,Graduate,0,no,no,no,no,no
50,23,9,1,0.5,Graduate,98,no,no,yes,no,no
49,25,39,3,1.9,Graduate,0,no,no,no,no,no
46,22,89,1,2.7,Undergrad,0,yes,yes,yes,yes,no
64,40,21,2,0.3,Professional,0,no,no,no,no,no
60,35,173,3,3.1,Professional,0,no,no,yes,no,yes
45,21,29,1,0.3,Professional,105,no,no,yes,yes,no
52,27,43,4,0.2,Graduate,0,no,no,no,yes,no
58,34,30,3,0.4,Graduate,0,no,no,no,no,no
54,30,39,4,0.1,Professional,0,yes,no,yes,no,no
48,22,83,2,0.4,Professional,248,no,no,yes,no,no
51,25,58,3,0.7,Graduate,223,no,no,no,no,no
53,26,8,1,0.5,Graduate,0,no,no,no,yes,no
57,27,39,3,1,Professional,0,yes,no,no,yes,no
43,18,204,2,8.8,Undergrad,0,no,no,yes,no,no
37,13,45,1,1.8,Undergrad,0,no,no,no,no,no
32,7,111,1,3.8,Undergrad,0,yes,no,no,no,no
34,10,83,2,2,Graduate,148,no,no,no,no,no
54,24,83,1,3,Professional,0,no,no,no,no,no
62,36,115,2,2.8,Undergrad,202,no,no,yes,yes,no
56,32,60,1,1.8,Professional,227,no,no,yes,no,no
39,15,53,1,1.8,Undergrad,0,no,no,no,no,no
32,7,134,2,3.3,Undergrad,0,no,no,yes,no,no
50,24,91,1,0.8,Professional,0,no,no,yes,no,no
27,1,91,2,0.2,Undergrad,0,no,no,yes,no,no
37,12,128,2,3.9,Undergrad,0,no,no,yes,yes,no
60,34,78,3,4.4,Undergrad,0,yes,no,no,no,no
43,19,161,2,7.6,Undergrad,464,no,no,yes,no,no
62,36,60,3,2.2,Professional,0,no,no,yes,no,no
39,14,161,1,4.1,Undergrad,509,yes,no,no,no,no
34,9,40,4,2,Graduate,0,no,no,yes,yes,no
46,21,68,1,0.2,Graduate,0,no,no,yes,no,no
46,22,74,3,0.7,Undergrad,0,no,no,yes,no,no
51,26,55,3,2,Graduate,93,no,no,yes,no,no
44,20,145,1,3.5,Undergrad,0,no,no,no,yes,no
60,35,24,1,1.5,Graduate,0,no,no,no,no,no
